,P. Zone Class,P. Mass Class,P. Composition Class,P. Atmosphere Class,P. Habitable Class,P. SFlux Min (EU),P. SFlux Mean (EU),P. SFlux Max (EU),P. Mass (EU),P. Radius (EU),P. Density (EU),P. Gravity (EU),P. Esc Vel (EU),P. Teq Min (K),P. Teq Mean (K),P. Teq Max (K),P. Ts Min (K),P. Ts Mean (K),P. Ts Max (K),P. Surf Press (EU),P. Mag,P. Appar Size (deg),P. Period (days),P. Sem Major Axis (AU),P. Eccentricity,P. Mean Distance (AU),P. Omega (deg),S. Mass (SU),S. Radius (SU),S. Teff (K),S. Luminosity (SU),S. [Fe/H],S. Age (Gyrs),S. Appar Mag,S. Distance (pc),S. RA (hrs),S. DEC (deg),S. Mag from Planet,S. Size from Planet (deg),S. No. Planets,S. No. Planets HZ,S. Hab Zone Min (AU),S. Hab Zone Max (AU),P. HZD,P. HZC,P. HZA,P. HZI,P. ESI,S. HabCat,P. Habitable
1186,Hot,Superterran,rocky-iron,metals-rich,non-habitable,127.2356,148.8737,175.3267,17.49,2.23,1.57,3.51,2.8,855.7,888.8,927.1,903.8,937.0,975.2,27.5,-24.39,4.25,15.27,0.124,0.08,0.12,0.0,1.11,1.52,5760.0,2.2817439999999998,-0.06014540337711069,4.18801899007337,14.0,614.4452976190478,19.6144,49.4792,-32.2,6.5571,3.0,0.0,1.135,2.675,-2.31,-0.18,0.08,0.3,0.25,0.0,0.0
1187,Hot,Superterran,rocky-iron,metals-rich,non-habitable,181.6308,181.6308,181.6308,20.36,2.35,1.57,3.68,2.94,935.3,935.3,935.3,984.1,984.1,984.1,31.9,-24.71,4.47,8.15,0.08,0.0,0.08,0.0,1.03,1.07,5800.0,1.1624370000000002,-0.06014540337711069,4.18801899007337,15.5,614.4452976190478,19.3608,38.3439,-32.4,7.1324,2.0,0.0,0.8079999999999999,1.903,-2.33,-0.12,0.13,0.3,0.24,0.0,0.0
1188,Hot,Neptunian,gas,metals-rich,non-habitable,103.4565,103.4565,103.4565,4.24,2.8,0.19,0.54,1.23,812.5,812.5,812.5,879.9998278829605,883.6011474469306,889.4679288582904,0.8,-24.48,5.32,12.33,0.106,0.0,0.11,0.0,1.03,1.07,5800.0,1.1624370000000002,-0.06014540337711069,4.18801899007337,15.5,614.4452976190478,19.3608,38.3439,-31.8,5.3814,2.0,0.0,0.8079999999999999,1.903,-2.28,2.48,-0.9,0.22,0.23,0.0,0.0
1189,Hot,Neptunian,gas,no-atmosphere,non-habitable,477.9194,527.5407,583.8015,3.77,2.7,0.19,0.52,1.18,1191.2,1220.4,1252.3,879.9998278829605,883.6011474469306,889.4679288582904,0.7,-26.18,5.13,6.24,0.068,0.05,0.07,0.0,1.22,1.36,6190.0,2.436297,0.01,4.18801899007337,11.0,614.4452976190478,19.1092,39.4878,-33.6,10.6872,3.0,0.0,1.1420000000000001,2.6660000000000004,-2.41,2.45,-1.08,0.22,0.22,0.0,0.0
1190,Hot,Neptunian,gas,metals-rich,non-habitable,197.3815,201.3569,205.435,27.13,5.15,0.2,1.02,2.3,954.9,959.7,964.5,879.9998278829605,883.6011474469306,889.4679288582904,5.4,-26.54,9.8,12.72,0.11,0.01,0.11,0.0,1.22,1.36,6190.0,2.436297,0.01,4.18801899007337,11.0,614.4452976190478,19.1092,39.4878,-32.5,6.5927,3.0,0.0,1.1420000000000001,2.6660000000000004,-2.36,3.5,-0.3,0.19,0.15,0.0,0.0
1191,Hot,Jovian,gas,hydrogen-rich,non-habitable,9.111663,9.111665,9.111665,89.93,7.56,0.21,1.57,3.45,442.6,442.6,442.6,879.9998278829605,883.6011474469306,889.4679288582904,18.7,-24.0,14.4,123.0,0.5171,0.0,0.52,0.0,1.22,1.36,6190.0,2.436297,0.01,4.18801899007337,11.0,614.4452976190478,19.1092,39.4878,-29.1,1.4017,3.0,0.0,1.1420000000000001,2.6660000000000004,-1.82,4.78,1.44,0.16,0.28,0.0,0.0
1192,Hot,Neptunian,gas,metals-rich,non-habitable,17.72581,17.72581,17.72581,4.13,2.78,0.19,0.54,1.22,522.8,522.8,522.8,879.9998278829605,883.6011474469306,889.4679288582904,0.8,-22.54,5.28,12.28,0.085,0.0,0.09,0.0,0.65,0.59,4500.0,0.12806900000000002,-0.21,4.18801899007337,16.0,614.4452976190478,18.9961,46.5667,-29.9,3.6997,3.0,0.0,0.28600000000000003,0.7070000000000001,-1.96,2.47,-0.7,0.24,0.29,0.0,0.0
1193,Hot,Neptunian,gas,metals-rich,non-habitable,11.18604,11.18604,11.18604,3.87,2.72,0.19,0.52,1.19,465.9,465.9,465.9,879.9998278829605,883.6011474469306,889.4679288582904,0.7,-21.99,5.17,17.25,0.107,0.0,0.11,0.0,0.65,0.59,4500.0,0.12806900000000002,-0.21,4.18801899007337,16.0,614.4452976190478,18.9961,46.5667,-29.4,2.9388,3.0,0.0,0.28600000000000003,0.7070000000000001,-1.85,2.45,-0.66,0.24,0.32,0.0,0.0
1194,Hot,Superterran,rocky-iron,hydrogen-rich,non-habitable,2.646053,2.646054,2.646054,22.64,2.41,1.62,3.9,3.07,324.9,324.9,324.9,374.4,374.4,374.4,36.7,-20.15,4.58,46.83,0.22,0.0,0.22,0.0,0.65,0.59,4500.0,0.12806900000000002,-0.21,4.18801899007337,16.0,614.4452976190478,18.9961,46.5667,-27.8,1.4292,3.0,0.0,0.28600000000000003,0.7070000000000001,-1.31,-0.12,1.56,0.33,0.57,0.0,0.0
1195,Hot,Neptunian,gas,metals-rich,non-habitable,19.07238,19.07238,19.07238,13.05,4.03,0.2,0.8,1.8,532.4,532.4,532.4,879.9998278829605,883.6011474469306,889.4679288582904,2.6,-23.43,7.67,15.33,0.11800000000000001,0.0,0.12,0.0,0.65,0.59,5400.0,0.26556399999999997,0.41,4.18801899007337,12.249795918367347,614.4452976190478,19.4825,41.0858,-29.9,2.6648,2.0,0.0,0.395,0.9420000000000001,-2.01,2.96,-0.22,0.22,0.23,0.0,0.0
1196,Hot,Neptunian,gas,metals-rich,non-habitable,7.279509,7.27951,7.279511,23.78,4.93,0.2,0.98,2.2,418.5,418.5,418.5,879.9998278829605,883.6011474469306,889.4679288582904,4.7,-22.82,9.38,31.33,0.191,0.0,0.19,0.0,0.65,0.59,5400.0,0.26556399999999997,0.41,4.18801899007337,12.249795918367347,614.4452976190478,19.4825,41.0858,-28.9,1.6462,2.0,0.0,0.395,0.9420000000000001,-1.75,3.39,0.35,0.21,0.29,0.0,0.0
1197,Hot,Neptunian,gas,metals-rich,non-habitable,50.7637,50.7637,50.76371,9.13,3.58,0.2,0.71,1.6,680.0,680.0,680.0,879.9998278829605,883.6011474469306,889.4679288582904,1.8,-24.24,6.81,5.91,0.062,0.0,0.06,0.0,0.75,0.7,4590.0,0.19513599999999998,0.34,4.18801899007337,15.5,614.4452976190478,19.4758,42.4294,-31.0,6.0196,2.0,0.0,0.35200000000000004,0.866,-2.13,2.76,-0.55,0.22,0.21,0.0,0.0
1198,Hot,Neptunian,gas,metals-rich,non-habitable,29.74175,29.74176,29.74176,7.49,3.36,0.2,0.66,1.49,595.0,595.0,595.0,879.9998278829605,883.6011474469306,889.4679288582904,1.5,-23.52,6.39,8.99,0.081,0.0,0.08,0.0,0.75,0.7,4590.0,0.19513599999999998,0.34,4.18801899007337,15.5,614.4452976190478,19.4758,42.4294,-30.4,4.6067,2.0,0.0,0.35200000000000004,0.866,-2.05,2.67,-0.55,0.23,0.24,0.0,0.0
1199,Hot,Neptunian,gas,metals-rich,non-habitable,111.5883,111.5883,111.5883,7.42,3.35,0.2,0.66,1.49,828.0,828.0,828.0,879.9998278829605,883.6011474469306,889.4679288582904,1.5,-24.95,6.37,10.34,0.09,0.0,0.09,0.0,1.0,0.96,5750.0,0.9038649999999999,0.0,4.18801899007337,15.5,614.4452976190478,19.89,47.4911,-31.9,5.6868,2.0,0.0,0.715,1.685,-2.29,2.67,-0.73,0.22,0.21,0.0,0.0
1200,Hot,Neptunian,gas,metals-rich,non-habitable,74.69959,74.69961,74.69962,6.05,3.14,0.2,0.62,1.39,749.0,749.0,749.0,879.9998278829605,883.6011474469306,889.4679288582904,1.2,-24.37,5.96,13.29,0.11,0.0,0.11,0.0,1.0,0.96,5750.0,0.9038649999999999,0.0,4.18801899007337,15.5,614.4452976190478,19.89,47.4911,-31.4,4.6522,2.0,0.0,0.715,1.685,-2.25,2.59,-0.75,0.22,0.22,0.0,0.0
1201,Hot,Neptunian,gas,metals-rich,non-habitable,22.83553,22.83553,22.83553,11.98,3.92,0.2,0.78,1.75,556.9,556.9,556.9,879.9998278829605,883.6011474469306,889.4679288582904,2.4,-23.57,7.45,29.33,0.18,0.0,0.18,0.0,0.99,0.95,5498.0,0.7398710000000001,0.18,4.18801899007337,15.5,614.4452976190478,19.0189,38.9472,-30.1,2.8129,3.0,0.0,0.6559999999999999,1.5590000000000002,-2.06,2.91,-0.3,0.22,0.23,0.0,0.0
1202,Hot,Jovian,gas,metals-rich,non-habitable,8.220789,8.22079,8.220791,579.403626173097,12.32,1.525530303030303,6.3823641588296764,4.238435214211076,431.4,431.4,431.4,879.9998278829605,883.6011474469306,889.4679288582904,4536.8270898641595,-24.95,23.58,60.32,0.3,0.0,0.3,0.0,0.99,0.95,5498.0,0.7398710000000001,0.18,4.18801899007337,15.5,614.4452976190478,19.0189,38.9472,-29.0,1.6876,3.0,0.0,0.6559999999999999,1.5590000000000002,-1.79,3.728769592476489,4.429553382663848,0.21608879492600425,0.18,0.0,0.0
1203,Hot,Jovian,gas,hydrogen-rich,non-habitable,2.959484,2.959484,2.959485,159.45,8.85,0.23,2.04,4.25,334.2,334.2,334.2,879.9998278829605,883.6011474469306,889.4679288582904,36.7,-23.11,16.88,143.34,0.5,0.0,0.5,0.0,0.99,0.95,5498.0,0.7398710000000001,0.18,4.18801899007337,15.5,614.4452976190478,19.0189,38.9472,-27.9,1.0126,3.0,0.0,0.6559999999999999,1.5590000000000002,-1.35,5.53,2.76,0.14,0.34,0.0,0.0
1204,Hot,Neptunian,gas,metals-rich,non-habitable,84.28038,84.2804,84.28041,15.34,4.26,0.2,0.85,1.9,771.9,771.9,771.9,879.9998278829605,883.6011474469306,889.4679288582904,3.1,-25.17,8.09,20.86,0.16,0.0,0.16,0.0,1.21,1.22,6340.0,2.157578,-0.08,4.18801899007337,15.5,614.4452976190478,19.6017,45.8531,-31.6,4.0643,3.0,0.0,1.065,2.479,-2.28,3.06,-0.41,0.21,0.18,0.0,0.0
1205,Hot,Neptunian,gas,metals-rich,non-habitable,31.91683,31.91683,31.91684,15.34,4.26,0.2,0.85,1.9,605.5,605.5,605.5,879.9998278829605,883.6011474469306,889.4679288582904,3.1,-24.11,8.09,42.63,0.26,0.0,0.26,0.0,1.21,1.22,6340.0,2.157578,-0.08,4.18801899007337,15.5,614.4452976190478,19.6017,45.8531,-30.5,2.5008,3.0,0.0,1.065,2.479,-2.14,3.06,-0.24,0.21,0.2,0.0,0.0
1206,Hot,Neptunian,gas,metals-rich,non-habitable,14.18526,14.18526,14.18526,18.84,4.56,0.2,0.91,2.03,494.4,494.4,494.4,879.9998278829605,883.6011474469306,889.4679288582904,3.7,-23.38,8.67,87.65,0.39,0.0,0.39,0.0,1.21,1.22,6340.0,2.157578,-0.08,4.18801899007337,15.5,614.4452976190478,19.6017,45.8531,-29.6,1.6671,3.0,0.0,1.065,2.479,-1.96,3.21,0.04,0.21,0.24,0.0,0.0
1207,Hot,Neptunian,gas,metals-rich,non-habitable,23.32168,23.32169,23.32169,14.16,4.14,0.2,0.82,1.85,559.9,559.9,559.9,879.9998278829605,883.6011474469306,889.4679288582904,2.8,-23.71,7.88,5.9,0.05,0.0,0.05,0.0,0.58,0.53,3900.0,0.058303999999999995,0.0,4.18801899007337,16.0,614.4452976190478,19.8561,46.5742,-30.2,5.6512,2.0,0.0,0.196,0.499,-1.97,3.01,-0.22,0.22,0.22,0.0,0.0
1208,Hot,Neptunian,gas,metals-rich,non-habitable,7.198051,7.198051,7.198053,10.03,3.7,0.2,0.73,1.65,417.3,417.3,417.3,879.9998278829605,883.6011474469306,889.4679288582904,2.0,-22.18,7.03,8.75,0.09,0.0,0.09,0.0,0.58,0.53,3900.0,0.058303999999999995,0.0,4.18801899007337,16.0,614.4452976190478,19.8561,46.5742,-28.9,3.1387,2.0,0.0,0.196,0.499,-1.7,2.81,-0.17,0.23,0.33,0.0,0.0
1209,Hot,Superterran,rocky-iron,metals-rich,non-habitable,787.8446,787.8447,787.8447,6.72,1.79,1.17,2.09,1.94,1349.8,1349.8,1349.8,1392.6,1392.6,1392.6,7.8,-25.72,3.41,5.67,0.0677,0.0,0.07,0.0,1.29,1.82,5904.0,3.610921,-0.06014540337711069,4.27,14.0,614.4452976190478,19.2719,46.0053,-34.0,14.3641,5.0,0.0,1.415,3.324,-2.41,-0.14,-0.71,0.28,0.27,0.0,0.0
1210,Hot,Neptunian,gas,metals-rich,non-habitable,255.4196,255.4196,255.4196,6.75,3.25,0.2,0.64,1.44,1018.5,1018.5,1018.5,879.9998278829605,883.6011474469306,889.4679288582904,1.3,-25.79,6.18,13.18,0.1189,0.0,0.12,0.0,1.29,1.82,5904.0,3.610921,-0.06014540337711069,4.27,14.0,614.4452976190478,19.2719,46.0053,-32.8,8.1642,5.0,0.0,1.415,3.324,-2.36,2.63,-0.86,0.22,0.2,0.0,0.0
1211,Hot,Neptunian,gas,metals-rich,non-habitable,130.7242,130.7242,130.7242,30.87,5.38,0.2,1.07,2.4,861.5,861.5,861.5,879.9998278829605,883.6011474469306,889.4679288582904,6.1,-26.16,10.23,21.78,0.1662,0.0,0.17,0.0,1.29,1.82,5904.0,3.610921,-0.06014540337711069,4.27,14.0,614.4452976190478,19.2719,46.0053,-32.0,5.8383,5.0,0.0,1.415,3.324,-2.31,3.61,-0.15,0.19,0.15,0.0,0.0
1212,Hot,Neptunian,gas,metals-rich,non-habitable,78.99553,78.99554,78.99555,13.05,4.03,0.2,0.8,1.8,759.5,759.5,759.5,879.9998278829605,883.6011474469306,889.4679288582904,2.6,-24.98,7.67,31.78,0.2138,0.0,0.21,0.0,1.29,1.82,5904.0,3.610921,-0.06014540337711069,4.27,14.0,614.4452976190478,19.2719,46.0053,-31.5,4.5377,5.0,0.0,1.415,3.324,-2.26,2.96,-0.47,0.21,0.19,0.0,0.0
1213,Hot,Neptunian,gas,metals-rich,non-habitable,56.19038,56.19039,56.1904,17.89,4.48,0.2,0.89,2.0,697.5,697.5,697.5,879.9998278829605,883.6011474469306,889.4679288582904,3.6,-24.84,8.52,41.03,0.2535,0.0,0.25,0.0,1.29,1.82,5904.0,3.610921,-0.06014540337711069,4.27,14.0,614.4452976190478,19.2719,46.0053,-31.1,3.8268,5.0,0.0,1.415,3.324,-2.22,3.17,-0.27,0.21,0.18,0.0,0.0
1214,Warm,Jovian,gas,hydrogen-rich,non-habitable,0.800212,1.136809,1.670575,69.92,8.55,0.11,0.96,2.86,241.0,261.4,289.6,879.9998278829605,883.6011474469306,889.4679288582904,7.8,-22.01,16.31,288.82,1.0896,0.18,1.07,0.0,2.07,1.1,5913.0,1.32711,-0.07,4.18801899007337,15.0,1499.0,19.7625,44.6417,-26.9,0.5471,1.0,1.0,0.858,2.013,-0.59,6.24,1.67,0.13,0.44,0.0,0.0
1215,Hot,Neptunian,gas,metals-rich,non-habitable,2.241161,2.435422,2.651305,40.31,8.15,0.07,0.61,2.22,311.7,318.2,325.1,879.9998278829605,883.6011474469306,889.4679288582904,3.0,-22.72,15.54,131.46,0.6035,0.04,0.6,0.0,1.7,1.0,5606.0,0.8861399999999999,-0.34,4.18801899007337,16.0,1645.0,19.6331,46.69,-27.7,0.8839,1.0,0.0,0.7140000000000001,1.69,-1.23,6.74,0.68,0.13,0.37,0.0,0.0
1216,Hot,Terran,rocky-iron,metals-rich,non-habitable,225.3489,225.3489,225.349,4.46,1.48,1.38,2.04,1.74,987.1,987.1,987.1,1028.9,1028.9,1028.9,6.2,-23.94,2.81,13.84,0.1153,0.0,0.12,0.0,1.11,1.66,5900.0,2.995809,-0.06014540337711069,6.922999999999999,12.0,614.4452976190478,19.4167,49.2319,-32.6,7.6783,2.0,0.0,1.2890000000000001,3.028,-2.35,-0.42,-0.66,0.29,0.29,0.0,0.0
1217,Hot,Superterran,gas,metals-rich,non-habitable,181.9955,181.9956,181.9956,8.08,3.68,0.16,0.6,1.48,935.8,935.8,935.8,879.9998278829605,883.6011474469306,889.4679288582904,1.3,-25.69,6.99,16.24,0.1283,0.0,0.13,0.0,1.11,1.66,5900.0,2.995809,-0.06014540337711069,6.922999999999999,12.0,614.4452976190478,19.4167,49.2319,-32.4,6.8993,2.0,0.0,1.2890000000000001,3.028,-2.34,3.13,-0.79,0.2,0.19,0.0,0.0
1218,Hot,Mercurian,rocky-iron,no-atmosphere,non-habitable,45.53074,45.53074,45.53075,0.02,0.32,0.72,0.23,0.27,661.8,661.8,661.8,678.4,678.4,678.4,0.0,-18.85,0.61,13.37,0.1003,0.0,0.1,0.0,0.8,0.77,5417.0,0.45804300000000003,-0.32,6.0,10.3,66.0,18.9373,44.5182,-30.9,4.092,3.0,0.0,0.519,1.235,-2.17,-0.2,-1.53,0.27,0.23,0.0,0.0
1219,Hot,Subterran,rocky-iron,no-atmosphere,non-habitable,24.47566,24.47566,24.47566,0.34,0.75,0.81,0.6,0.67,566.7,566.7,566.7,595.1,595.1,595.1,0.3,-20.03,1.42,21.3,0.1368,0.0,0.14,0.0,0.8,0.77,5417.0,0.45804300000000003,-0.32,6.0,10.3,66.0,18.9373,44.5182,-30.2,2.9999,3.0,0.0,0.519,1.235,-2.07,-0.18,-1.18,0.3,0.34,0.0,0.0
1220,Hot,Superterran,rocky-iron,metals-rich,non-habitable,10.62801,10.62801,10.62801,9.1,1.94,1.25,2.42,2.17,460.0,460.0,460.0,504.4,504.4,504.4,11.4,-21.2,3.68,39.79,0.2076,0.0,0.21,0.0,0.8,0.77,5417.0,0.45804300000000003,-0.32,6.0,10.3,66.0,18.9373,44.5182,-29.3,1.9767,3.0,0.0,0.519,1.235,-1.87,-0.14,0.22,0.35,0.37,0.0,0.0
1221,Hot,Neptunian,water-gas,hydrogen-rich,non-habitable,12.99467,12.99467,12.99468,120.82,4.37,1.45,6.33,5.26,483.7,483.7,483.7,539.8,539.8,539.8,175.1,-23.19,8.31,105.59,0.4644,0.0,0.46,0.0,0.95,1.76,5640.0,2.802527,-0.158,4.18801899007337,14.3,614.4452976190478,19.1219,42.2792,-29.5,2.0163,1.0,0.0,1.2670000000000001,2.9960000000000004,-1.93,1.14,2.89,0.21,0.25,0.0,0.0
1222,Hot,Jovian,gas,hydrogen-rich,non-habitable,88.18393,111.6237,143.4088,5722.92,13.66,2.24,30.65,20.47,780.7,825.8,881.6,879.9998278829605,883.6011474469306,889.4679288582904,12838.1,-28.03,26.19,21.09,0.155,0.12,0.15,98.9,1.1,1.39,6260.0,2.662054,-0.29,5.08,14.3,1200.0,19.7972,46.0344,-31.9,4.8158,1.0,0.0,1.189,2.7710000000000004,-2.31,18.51,12.01,0.04,0.08,0.0,0.0
1223,Hot,Jovian,gas,hydrogen-rich,non-habitable,1142.334,1142.334,1142.334,699.47,13.1,0.31,4.07,7.31,1481.1,1481.1,1481.1,879.9998278829605,883.6011474469306,889.4679288582904,217.4,-30.47,25.1,6.87,0.08,0.0,0.08,0.0,1.48,2.13,6510.0,7.310936,0.1,2.8,14.8,2700.0,19.7875,47.5267,-34.4,14.2254,1.0,0.0,1.942,4.506,-2.45,9.21,1.94,0.09,0.07,0.0,0.0
1224,Hot,Jovian,gas,metals-rich,non-habitable,911.5813,911.5815,911.5817,155.79,9.42,0.19,1.76,4.07,1399.9,1399.9,1399.9,879.9998278829605,883.6011474469306,889.4679288582904,29.0,-29.5,17.97,1.86,0.028999999999999998,0.0,0.03,0.0,0.94,0.89,5731.0,0.76664,-0.09,7.4,14.5,730.0,19.6342,45.9817,-34.2,16.410999999999998,1.0,0.0,0.659,1.554,-2.41,6.13,0.37,0.13,0.09,0.0,0.0
1225,Hot,Subterran,rocky-iron,no-atmosphere,non-habitable,17.07234,17.07234,17.07234,0.39,0.78,0.81,0.64,0.71,517.9,517.9,517.9,547.0,547.0,547.0,0.3,-19.74,1.49,1.21,0.0116,0.0,0.01,0.0,0.13,0.17,3068.0,0.002297,-0.48,4.18801899007337,16.1,38.7,19.4814,44.6194,-29.8,7.816,3.0,0.0,0.039,0.10400000000000001,-1.86,-0.18,-1.13,0.31,0.37,0.0,0.0
1226,Hot,Subterran,rocky-iron,no-atmosphere,non-habitable,63.81261,63.81263,63.81264,0.31,0.73,0.8,0.58,0.65,720.1,720.1,720.1,748.1,748.1,748.1,0.2,-21.01,1.38,0.45,0.006,0.0,0.01,0.0,0.13,0.17,3068.0,0.002297,-0.48,4.18801899007337,16.1,38.7,19.4814,44.6194,-31.3,15.1433,3.0,0.0,0.039,0.10400000000000001,-2.03,-0.18,-1.26,0.29,0.31,0.0,0.0
1227,Hot,Subterran,rocky-iron,no-atmosphere,non-habitable,9.686517,9.686517,9.686519,0.14,0.57,0.77,0.44,0.5,449.5,449.5,449.5,474.0,474.0,474.0,0.1,-18.43,1.09,1.86,0.0154,0.0,0.02,0.0,0.13,0.17,3068.0,0.002297,-0.48,4.18801899007337,16.1,38.7,19.4814,44.6194,-29.2,5.8854,3.0,0.0,0.039,0.10400000000000001,-1.74,-0.19,-1.27,0.32,0.39,0.0,0.0
1228,Hot,Jovian,gas,hydrogen-rich,non-habitable,1137.554,1195.487,1257.187,1026.95,13.44,0.42,5.69,8.74,1479.6,1497.9,1517.0,879.9998278829605,883.6011474469306,889.4679288582904,434.4,-30.57,25.76,3.02,0.0449,0.03,0.04,0.0,1.32,1.42,6041.0,2.409361,0.33,2.8,14.0,1950.0,19.0161,46.6683,-34.5,16.9206,1.0,0.0,1.146,2.6839999999999997,-2.43,9.95,2.64,0.09,0.07,0.0,0.0
1229,Hot,Jovian,gas,hydrogen-rich,non-habitable,275.9925,287.7634,300.1749,324.3,13.89,0.12,1.68,4.83,1038.4,1049.2,1060.4,879.9998278829605,883.6011474469306,889.4679288582904,39.3,-29.09,26.63,3.25,0.0455,0.02,0.05,0.0,0.84,0.87,5442.0,0.595611,0.26,6.95,15.0,2250.0,20.0069,45.7622,-32.9,10.2056,1.0,0.0,0.591,1.405,-2.34,9.89,1.15,0.09,0.07,0.0,0.0
1230,Hot,Jovian,gas,metals-rich,non-habitable,79.43951,98.46519,123.5547,160.56,10.75,0.13,1.39,3.86,760.6,800.7,849.4,879.9998278829605,883.6011474469306,889.4679288582904,20.7,-27.37,20.54,2.46,0.027000000000000003,0.11,0.03,230.0,0.56,0.53,4098.0,0.071346,0.08,4.18801899007337,16.9,333.0,19.525,41.0642,-31.7,10.5596,1.0,0.0,0.21600000000000003,0.544,-2.15,7.44,0.91,0.11,0.09,0.0,0.0
1231,Hot,Jovian,gas,hydrogen-rich,non-habitable,14.18447,14.47016,14.76322,178.24,9.09,0.24,2.16,4.43,494.4,496.9,499.4,879.9998278829605,883.6011474469306,889.4679288582904,42.2,-24.91,17.35,33.6,0.1967,0.01,0.2,0.0,0.9,0.94,5155.0,0.5598350000000001,0.41,9.9,15.3,857.0,19.2847,42.6042,-29.6,2.5471,2.0,0.0,0.5820000000000001,1.3980000000000001,-1.94,5.68,2.11,0.14,0.16,0.0,0.0
1232,Hot,Jovian,gas,hydrogen-rich,non-habitable,6.943151,7.14661,7.357686,115.09,8.11,0.22,1.75,3.77,413.6,416.5,419.6,879.9998278829605,883.6011474469306,889.4679288582904,24.8,-23.89,15.47,57.0,0.2799,0.01,0.28,329.4,0.9,0.94,5155.0,0.5598350000000001,0.41,9.9,15.3,857.0,19.2847,42.6042,-28.9,1.79,2.0,0.0,0.5820000000000001,1.3980000000000001,-1.74,5.1,1.84,0.15,0.29,0.0,0.0
1233,Hot,Neptunian,gas,metals-rich,non-habitable,9.627621,9.627623,9.627624,5.4,3.02,0.2,0.59,1.34,448.8,448.8,448.8,879.9998278829605,883.6011474469306,889.4679288582904,1.1,-22.06,5.75,49.51,0.2956,0.0,0.3,0.0,1.04,0.96,5636.0,0.841255,-0.06014540337711069,4.18801899007337,12.249795918367347,614.4452976190478,19.6865,46.92,-29.2,1.7380000000000002,2.0,1.0,0.6940000000000001,1.642,-1.84,2.55,-0.51,0.24,0.32,0.0,0.0
1234,Warm,Neptunian,gas,metals-rich,non-habitable,0.860073,0.860073,0.8600731,19.26,4.59,0.2,0.91,2.05,245.3,245.3,245.3,879.9998278829605,883.6011474469306,889.4679288582904,3.8,-20.33,8.73,303.15,0.9890000000000001,0.0,0.99,0.0,1.04,0.96,5636.0,0.841255,-0.06014540337711069,4.18801899007337,12.249795918367347,614.4452976190478,19.6865,46.92,-26.6,0.5194,2.0,1.0,0.6940000000000001,1.642,-0.38,3.22,0.8,0.23,0.54,0.0,0.0
1235,Hot,Superterran,rocky-iron,metals-rich,non-habitable,182.8136,182.8136,182.8136,8.1,1.88,1.22,2.29,2.08,936.8,936.8,936.8,980.6,980.6,980.6,9.9,-24.23,3.58,4.78,0.0532,0.0,0.05,0.0,0.88,0.89,5194.0,0.517223,0.17,3.14,13.0,614.4452976190478,19.9425,40.9489,-32.4,8.9259,4.0,0.0,0.5579999999999999,1.339,-2.29,-0.14,-0.42,0.3,0.27,0.0,0.0
1236,Hot,Neptunian,rocky-water,metals-rich,non-habitable,71.37283,71.37283,71.37285,14.62,2.71,0.73,1.99,2.32,740.5,740.5,740.5,784.7,784.7,784.7,10.7,-24.01,5.15,9.67,0.0851,0.0,0.09,0.0,0.88,0.89,5194.0,0.517223,0.17,3.14,13.0,614.4452976190478,19.9425,40.9489,-31.4,5.5738,4.0,0.0,0.5579999999999999,1.339,-2.21,0.71,-0.08,0.3,0.24,0.0,0.0
1237,Hot,Superterran,rocky-water,metals-rich,non-habitable,9.797446,9.797448,9.797449,7.95,2.04,0.94,1.91,1.97,450.7,450.7,450.7,493.3,493.3,493.3,7.5,-21.22,3.87,42.9,0.2298,0.0,0.23,0.0,0.88,0.89,5194.0,0.517223,0.17,3.14,13.0,614.4452976190478,19.9425,40.9489,-29.2,2.0644,4.0,0.0,0.5579999999999999,1.339,-1.84,0.16,0.07,0.35,0.38,0.0,0.0
1238,Cold,Jovian,gas,hydrogen-rich,non-habitable,0.1507259,0.1507259,0.150726,657.18,11.29,0.46,5.15,7.63,158.7,158.7,158.7,879.9998278829605,883.6011474469306,889.4679288582904,300.0,-20.4,21.58,982.0,1.8524,0.0,1.85,0.0,0.88,0.89,5194.0,0.517223,0.17,3.14,13.0,614.4452976190478,19.9425,40.9489,-24.7,0.256,4.0,0.0,0.5579999999999999,1.339,2.32,7.47,9.98,0.07,0.23,0.0,0.0
1239,Hot,Neptunian,gas,metals-rich,non-habitable,17.57965,17.57965,17.57965,3.72,2.69,0.19,0.51,1.18,521.7,521.7,521.7,879.9998278829605,883.6011474469306,889.4679288582904,0.7,-22.46,5.11,7.2,0.0598,0.0,0.06,0.0,0.55,0.53,3974.0,0.06285700000000001,-0.06014540337711069,4.18801899007337,15.5,614.4452976190478,19.4864,40.5917,-29.9,4.7248,4.0,0.0,0.203,0.516,-1.92,2.44,-0.73,0.24,0.29,0.0,0.0
1240,Hot,Neptunian,gas,metals-rich,non-habitable,10.10423,10.10423,10.10424,3.24,2.58,0.19,0.49,1.12,454.2,454.2,454.2,879.9998278829605,883.6011474469306,889.4679288582904,0.6,-21.76,4.9,10.91,0.0789,0.0,0.08,0.0,0.55,0.53,3974.0,0.06285700000000001,-0.06014540337711069,4.18801899007337,15.5,614.4452976190478,19.4864,40.5917,-29.3,3.5816,4.0,0.0,0.203,0.516,-1.8,2.42,-0.71,0.24,0.34,0.0,0.0
