,P. Zone Class,P. Mass Class,P. Composition Class,P. Atmosphere Class,P. Habitable Class,P. SFlux Min (EU),P. SFlux Mean (EU),P. SFlux Max (EU),P. Mass (EU),P. Radius (EU),P. Density (EU),P. Gravity (EU),P. Esc Vel (EU),P. Teq Min (K),P. Teq Mean (K),P. Teq Max (K),P. Ts Min (K),P. Ts Mean (K),P. Ts Max (K),P. Surf Press (EU),P. Mag,P. Appar Size (deg),P. Period (days),P. Sem Major Axis (AU),P. Eccentricity,P. Mean Distance (AU),P. Omega (deg),S. Mass (SU),S. Radius (SU),S. Teff (K),S. Luminosity (SU),S. [Fe/H],S. Age (Gyrs),S. Appar Mag,S. Distance (pc),S. RA (hrs),S. DEC (deg),S. Mag from Planet,S. Size from Planet (deg),S. No. Planets,S. No. Planets HZ,S. Hab Zone Min (AU),S. Hab Zone Max (AU),P. HZD,P. HZC,P. HZA,P. HZI,P. ESI,S. HabCat,P. Habitable
1130,Cold,Superterran,rocky-iron,hydrogen-rich,non-habitable,0.08191247,0.1273154,0.2089763,7.0,1.81,1.18,2.13,1.97,136.3,150.6,172.3,179.3,193.7,215.3,8.2,-16.25,3.44,121.54,0.311,0.23,0.3,0.0,0.28,0.29,3550.0,0.011984,-0.86,8.0,8.8,3.91,5.1947,-45.0183,-24.5,0.5106,2.0,1.0,0.08900000000000001,0.23199999999999998,2.15,-0.14,1.34,0.28,0.41,0.0,0.0
1131,Hot,Jovian,gas,hydrogen-rich,non-habitable,5614.409,5727.489,5843.488,8705.2,12.5,4.46,55.72,26.39,2205.3,2216.3,2227.5,879.9998278829605,883.6011474469306,889.4679288582904,38807.0,-32.12,23.93,1.22,0.0247,0.01,0.02,61.0,1.33,1.47,6516.0,3.49977,0.052000000000000005,1.75,10.7,263.0,0.0239,39.3836,-36.2,32.133,1.0,0.0,1.3430000000000002,3.116,-2.49,22.02,9.11,0.04,0.07,0.0,0.0
1132,Hot,Jovian,gas,hydrogen-rich,non-habitable,1024.771,1464.055,2166.107,472.46,14.63,0.15,2.21,5.68,1441.5,1565.7,1738.1,879.9998278829605,883.6011474469306,889.4679288582904,71.3,-31.0,28.08,4.11,0.055,0.18,0.05,160.0,1.31,1.84,6148.0,4.349151999999999,-0.015,4.18801899007337,8.7,128.9,6.1775,30.9572,-34.7,18.2449,1.0,0.0,1.53,3.574,-2.44,10.49,1.03,0.08,0.06,1.0,0.0
1133,Hot,Jovian,gas,metals-rich,non-habitable,1836.071,1836.071,1836.071,450.84,14.93,0.14,2.02,5.5,1667.7,1667.7,1667.7,879.9998278829605,883.6011474469306,889.4679288582904,61.1,-31.27,28.67,2.7,0.0412,0.0,0.04,0.0,1.28,1.48,6304.0,3.112083,0.048,3.0,9.8,178.0,9.9094,40.3881,-34.9,19.2742,1.0,0.0,1.2819999999999998,2.986,-2.46,10.78,0.87,0.08,0.06,0.0,0.0
1134,Hot,Jovian,gas,metals-rich,non-habitable,1742.763,1849.676,1964.973,281.06,19.11,0.04,0.77,3.84,1646.1,1670.5,1696.2,879.9998278829605,883.6011474469306,889.4679288582904,11.3,-31.82,36.95,2.99,0.0432,0.03,0.04,300.0,1.2,1.61,6207.0,3.451982,-0.11599999999999999,4.38,12.249795918367347,211.0,10.4708,25.5732,-34.9,19.9662,1.0,0.0,1.358,3.1689999999999996,-2.45,14.97,0.08,0.06,0.05,0.0,0.0
1135,Hot,Jovian,gas,metals-rich,non-habitable,478.9946,507.378,537.9111,140.53,13.22,0.06,0.8,3.26,1191.9,1209.0,1226.9,879.9998278829605,883.6011474469306,889.4679288582904,8.6,-29.6,25.32,7.85,0.08,0.03,0.08,308.0,1.13,1.53,6272.0,3.245854,-0.27,4.9,10.4,614.4452976190478,13.0656,30.64,-33.5,10.2031,2.0,1.0,1.3119999999999998,3.057,-2.41,10.12,0.08,0.09,0.07,0.0,0.0
1136,Warm,Jovian,gas,hydrogen-rich,non-habitable,0.3881845,0.5812023,0.9104979,1179.56,11.64,0.75,8.7,10.07,201.1,220.6,248.9,879.9998278829605,883.6011474469306,889.4679288582904,881.9,-21.96,22.26,1276.0,2.39,0.21,2.34,268.7,1.13,1.53,6272.0,3.245854,-0.27,4.9,10.4,614.4452976190478,13.0656,30.64,-26.2,0.3487,2.0,1.0,1.3119999999999998,3.057,0.25,8.41,11.28,0.07,0.39,0.0,0.0
1137,Hot,Jovian,gas,metals-rich,non-habitable,2933.239,2933.239,2933.24,410.14,17.17,0.08,1.39,4.89,1874.9,1874.9,1874.9,879.9998278829605,883.6011474469306,889.4679288582904,33.2,-32.09,33.09,2.73,0.0442,0.0,0.04,0.0,1.53,1.73,6789.0,5.717536,0.139,1.3,8.5,129.0,5.2197,33.3181,-35.4,21.024,1.0,0.0,1.6909999999999998,3.91,-2.48,12.89,0.45,0.07,0.05,0.0,0.0
1138,Hot,Jovian,gas,metals-rich,non-habitable,1225.502,1313.548,1409.695,277.88,20.83,0.03,0.64,3.65,1507.4,1533.4,1561.1,879.9998278829605,883.6011474469306,889.4679288582904,8.5,-31.63,40.42,3.24,0.0457,0.04,0.05,85.0,1.21,1.67,5754.0,2.742851,0.27,5.4,10.8,236.0,18.8869,24.1275,-34.6,19.5769,1.0,0.0,1.245,2.9339999999999997,-2.42,16.64,0.07,0.06,0.05,0.0,0.0
1139,Hot,Jovian,gas,metals-rich,non-habitable,595.5354,595.5355,595.5356,215.88,15.67,0.06,0.88,3.71,1258.6,1258.6,1258.6,879.9998278829605,883.6011474469306,889.4679288582904,12.1,-30.15,30.12,4.17,0.0525,0.0,0.05,0.0,1.11,1.21,5948.0,1.641445,0.09,4.5,10.8,183.0,18.9697,-47.0033,-33.7,12.2959,1.0,0.0,0.9520000000000001,2.2319999999999998,-2.4,11.96,0.29,0.08,0.06,0.0,0.0
1140,Hot,Jovian,gas,metals-rich,non-habitable,1422.617,1422.617,1422.618,62.0,15.34,0.02,0.26,2.01,1564.6,1564.6,1564.6,879.9998278829605,883.6011474469306,889.4679288582904,1.1,-31.05,29.48,4.74,0.0623,0.0,0.06,0.0,1.44,2.72,5370.0,5.519818,0.18,4.18801899007337,8.0,98.0,10.7806,-9.3992,-34.7,23.4337,1.0,0.0,1.805,4.306,-2.39,14.3,-0.75,0.06,0.06,0.0,0.0
1141,Hot,Jovian,gas,metals-rich,non-habitable,1200.899,1200.899,1200.899,292.5,16.16,0.07,1.12,4.25,1499.8,1499.8,1499.8,879.9998278829605,883.6011474469306,889.4679288582904,20.3,-30.98,31.09,3.33,0.0461,0.0,0.05,0.0,1.18,1.48,6003.0,2.555485,0.047,4.18801899007337,11.4,201.0,7.8278,-52.1206,-34.5,17.1734,1.0,0.0,1.183,2.773,-2.43,12.12,0.39,0.07,0.06,0.0,0.0
1142,Hot,Jovian,gas,hydrogen-rich,non-habitable,6006.622,6006.622,6006.624,874.34,15.85,0.22,3.48,7.43,2242.9,2242.9,2242.9,879.9998278829605,883.6011474469306,889.4679288582904,192.1,-32.69,30.47,0.97,0.0204,0.0,0.02,0.0,1.21,1.36,6236.0,2.509528,-0.002,2.9,11.9,365.0,20.9512,31.660999999999998,-36.2,36.0499,1.0,0.0,1.156,2.696,-2.48,12.03,1.3,0.07,0.06,0.0,0.0
1143,Hot,Jovian,gas,metals-rich,non-habitable,3146.02,3146.021,3146.021,416.5,17.08,0.08,1.43,4.94,1908.0,1908.0,1908.0,879.9998278829605,883.6011474469306,889.4679288582904,34.8,-32.15,32.91,3.08,0.0488,0.0,0.05,0.0,1.64,1.65,7454.0,7.4951300000000005,-0.018000000000000002,4.18801899007337,9.3,210.0,8.3744,13.7353,-35.5,18.0348,1.0,0.0,1.8980000000000001,4.375,-2.49,12.8,0.46,0.07,0.05,0.0,0.0
1144,Hot,Jovian,gas,metals-rich,non-habitable,3122.677,3122.677,3122.677,375.17,17.58,0.07,1.21,4.62,1904.5,1904.5,1904.5,879.9998278829605,883.6011474469306,889.4679288582904,25.9,-32.21,33.91,2.87,0.0455,0.0,0.05,0.0,1.52,1.91,6670.0,6.464722,0.09,1.9,10.1,311.0,14.435,59.4442,-35.5,22.4915,1.0,0.0,1.8090000000000002,4.19,-2.48,13.31,0.32,0.07,0.05,0.0,0.0
1145,Hot,Jovian,gas,hydrogen-rich,non-habitable,2345.265,2345.266,2345.267,1294.02,21.39,0.13,2.83,7.78,1772.9,1772.9,1772.9,879.9998278829605,883.6011474469306,889.4679288582904,171.1,-32.32,41.56,4.61,0.0637,0.0,0.06,0.0,1.62,1.83,7500.0,9.506861,-0.12,1.1,12.249795918367347,255.0,7.4342,7.6158,-35.2,15.3635,1.0,0.0,2.138,4.927,-2.49,18.24,1.84,0.05,0.04,0.0,0.0
1146,Hot,Jovian,gas,hydrogen-rich,non-habitable,4841.677,4841.678,4841.678,1118.51,19.43,0.15,2.96,7.59,2125.2,2125.2,2125.2,879.9998278829605,883.6011474469306,889.4679288582904,170.5,-32.9,37.6,3.47,0.0542,0.0,0.05,0.0,2.0,1.56,8981.0,14.223104999999999,-0.29,0.3,7.6,614.4452976190478,19.6441,31.2192,-36.0,15.3946,1.0,0.0,2.615,6.027,-2.5,15.92,1.45,0.06,0.05,0.0,0.0
1147,Hot,Jovian,gas,hydrogen-rich,non-habitable,2939.737,2939.737,2939.738,1243.15,17.76,0.22,3.94,8.37,1876.0,1876.0,1876.0,879.9998278829605,883.6011474469306,889.4679288582904,275.7,-32.16,34.26,3.61,0.0522,0.0,0.05,0.0,1.46,1.64,7598.0,8.022594,-0.405,1.6,10.5,415.0,20.32,32.5811,-35.4,16.7695,1.0,0.0,1.964,4.526,-2.49,14.54,2.0,0.06,0.05,0.0,0.0
1148,Hot,Neptunian,water-gas,metals-rich,non-habitable,1122.75,1122.75,1122.75,26.21,4.0,0.41,1.64,2.56,1474.7,1474.7,1474.7,1518.9,1518.9,1518.9,10.8,-27.86,7.6,3.21,0.0456,0.0,0.05,0.0,1.22,1.49,5857.0,2.3346009999999997,0.17,4.5,12.7,550.0,19.0411,50.1358,-34.4,17.4455,1.0,0.0,1.141,2.6830000000000003,-2.42,1.97,-0.44,0.24,0.18,0.0,0.0
1149,Hot,Jovian,gas,hydrogen-rich,non-habitable,1768.47,1768.47,1768.471,672.13,16.03,0.16,2.62,6.48,1652.1,1652.1,1652.1,879.9998278829605,883.6011474469306,889.4679288582904,109.7,-31.38,30.83,3.55,0.0506,0.0,0.05,0.0,1.37,1.79,6297.0,4.535083,0.04,4.18801899007337,12.249795918367347,614.4452976190478,19.9606,44.035,-34.9,18.9552,1.0,0.0,1.5490000000000002,3.6069999999999998,-2.46,11.93,1.35,0.08,0.06,0.0,0.0
1150,Hot,Jovian,gas,metals-rich,non-habitable,846.3563,846.3564,846.3566,212.7,14.82,0.07,0.97,3.79,1374.1,1374.1,1374.1,879.9998278829605,883.6011474469306,889.4679288582904,13.9,-30.41,28.45,3.23,0.0457,0.0,0.05,0.0,1.21,1.39,5647.0,1.7652869999999998,0.34,3.8,12.249795918367347,614.4452976190478,19.7892,48.24,-34.1,16.2861,1.0,0.0,1.005,2.376,-2.4,11.14,0.25,0.08,0.06,0.0,0.0
1151,Hot,Jovian,gas,metals-rich,non-habitable,961.038,1168.607,1435.493,137.67,18.08,0.02,0.42,2.76,1418.5,1486.8,1568.2,879.9998278829605,883.6011474469306,889.4679288582904,3.2,-31.2,34.89,4.89,0.0625,0.1,0.06,357.1,1.36,2.02,5933.0,4.5361769999999995,0.11,3.5,12.249795918367347,614.4452976190478,19.2389,41.0897,-34.4,17.3884,1.0,0.0,1.5830000000000002,3.716,-2.43,15.14,-0.35,0.06,0.05,0.0,0.0
1152,Hot,Jovian,gas,metals-rich,non-habitable,1265.431,1265.431,1265.432,191.72,15.89,0.05,0.76,3.47,1519.5,1519.5,1519.5,879.9998278829605,883.6011474469306,889.4679288582904,9.2,-31.0,30.56,3.52,0.0483,0.0,0.05,0.0,1.21,1.49,6213.0,2.952112,-0.055,3.84,13.9,1330.0,18.7525,42.4511,-34.5,16.4522,1.0,0.0,1.256,2.929,-2.44,12.34,-0.01,0.07,0.06,0.0,0.0
1153,Hot,Neptunian,gas,metals-rich,non-habitable,50.40582,57.02262,64.76564,45.12,11.09,0.03,0.37,2.02,678.8,699.6,722.7,879.9998278829605,883.6011474469306,889.4679288582904,1.5,-26.84,21.2,19.22,0.14300000000000002,0.06,0.14,356.9,1.0,1.1,5722.0,1.163769,0.17,3.0,13.9,614.4452976190478,19.0383,38.4008,-31.1,4.1083,3.0,0.0,0.812,1.9169999999999998,-2.21,10.13,-0.26,0.09,0.1,0.0,0.0
1154,Hot,Neptunian,gas,metals-rich,non-habitable,19.44267,22.24406,25.57035,31.01,10.69,0.03,0.27,1.7,535.0,552.8,572.9,879.9998278829605,883.6011474469306,889.4679288582904,0.8,-25.73,20.43,39.03,0.22899999999999998,0.07,0.23,169.3,1.0,1.1,5722.0,1.163769,0.17,3.0,13.9,614.4452976190478,19.0383,38.4008,-30.1,2.5661,3.0,0.0,0.812,1.9169999999999998,-2.06,10.65,-0.33,0.08,0.13,0.0,0.0
1155,Hot,Superterran,rocky-water,metals-rich,non-habitable,1561.497,1561.498,1561.498,5.25,2.0,0.66,1.32,1.62,1601.5,1601.5,1601.5,1640.8,1640.8,1640.8,3.5,-26.71,3.8,1.59,0.0273,0.0,0.03,0.0,1.0,1.1,5722.0,1.163769,0.17,3.0,13.9,614.4452976190478,19.0383,38.4008,-34.8,21.6005,3.0,0.0,0.812,1.9169999999999998,-2.42,0.5,-0.95,0.27,0.26,0.0,0.0
1156,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,3386.399,3811.608,4305.954,3.33,1.47,1.05,1.54,1.5,1943.5,2000.5,2063.8,1982.8,2039.8,2103.1,3.5,-27.01,2.8,0.84,0.0169,0.06,0.02,0.0,0.91,1.06,5708.0,1.080252,-0.15,10.6,11.2,173.0,19.0453,50.2414,-35.7,34.2513,2.0,0.0,0.7829999999999999,1.849,-2.44,-0.18,-1.08,0.27,0.28,0.0,0.0
1157,Hot,Superterran,rocky-iron,metals-rich,non-habitable,16.8707,18.62234,20.60837,19.19,2.32,1.54,3.56,2.88,516.3,529.0,542.8,564.8,577.5,591.3,29.5,-22.2,4.41,45.29,0.24100000000000002,0.05,0.24,0.0,0.91,1.06,5708.0,1.080252,-0.15,10.6,11.2,173.0,19.0453,50.2414,-29.9,2.3581,2.0,0.0,0.7829999999999999,1.849,-2.02,-0.12,0.69,0.32,0.31,0.0,0.0
1158,Hot,Terran,water-gas,no-atmosphere,non-habitable,136.4538,136.4539,136.4539,1.9,1.8,0.33,0.59,1.03,870.7,870.7,870.7,902.7,902.7,902.7,0.6,-23.82,3.42,10.3,0.091,0.0,0.09,0.0,0.95,1.1,5680.0,1.129974,0.0,8.0,13.7,614.4452976190478,19.8078,41.9092,-32.1,6.4452,6.0,0.0,0.802,1.896,-2.3,1.29,-1.06,0.26,0.27,0.0,0.0
1159,Hot,Terran,gas,no-atmosphere,non-habitable,100.5673,100.5673,100.5673,2.9,2.87,0.12,0.35,1.01,806.8,806.8,806.8,879.9998278829605,883.6011474469306,889.4679288582904,0.4,-24.5,5.45,13.03,0.106,0.0,0.11,0.0,0.95,1.1,5680.0,1.129974,0.0,8.0,13.7,614.4452976190478,19.8078,41.9092,-31.8,5.5324,6.0,0.0,0.802,1.896,-2.27,3.3,-1.04,0.19,0.23,0.0,0.0
1160,Hot,Superterran,gas,metals-rich,non-habitable,44.69658,44.69659,44.69659,7.3,3.12,0.24,0.75,1.53,658.7,658.7,658.7,879.9998278829605,883.6011474469306,889.4679288582904,1.8,-23.8,5.93,22.69,0.159,0.0,0.16,0.0,0.95,1.1,5680.0,1.129974,0.0,8.0,13.7,614.4452976190478,19.8078,41.9092,-30.9,3.6875,6.0,0.0,0.802,1.896,-2.18,2.26,-0.58,0.24,0.23,0.0,0.0
1161,Hot,Superterran,gas,metals-rich,non-habitable,30.02377,30.02377,30.02377,9.54,4.19,0.13,0.54,1.51,596.4,596.4,596.4,879.9998278829605,883.6011474469306,889.4679288582904,1.2,-24.01,7.97,32.0,0.19399999999999998,0.0,0.19,0.0,0.95,1.1,5680.0,1.129974,0.0,8.0,13.7,614.4452976190478,19.8078,41.9092,-30.4,3.022,6.0,0.0,0.802,1.896,-2.11,3.75,-0.53,0.19,0.21,0.0,0.0
1162,Hot,Terran,gas,metals-rich,non-habitable,18.07959,18.07959,18.07959,2.0,2.49,0.13,0.32,0.9,525.3,525.3,525.3,879.9998278829605,883.6011474469306,889.4679288582904,0.3,-22.32,4.73,46.69,0.25,0.0,0.25,0.0,0.95,1.1,5680.0,1.129974,0.0,8.0,13.7,614.4452976190478,19.8078,41.9092,-29.9,2.345,6.0,0.0,0.802,1.896,-2.01,3.05,-0.97,0.21,0.3,0.0,0.0
1163,Hot,Neptunian,gas,metals-rich,non-habitable,5.294009,5.294009,5.294009,9.79,3.67,0.2,0.73,1.63,386.4,386.4,386.4,879.9998278829605,883.6011474469306,889.4679288582904,1.9,-21.83,6.97,118.38,0.462,0.0,0.46,0.0,0.95,1.1,5680.0,1.129974,0.0,8.0,13.7,614.4452976190478,19.8078,41.9092,-28.5,1.2689,6.0,0.0,0.802,1.896,-1.62,2.8,-0.12,0.24,0.37,0.0,0.0
1164,Hot,Jovian,gas,metals-rich,non-habitable,782.6649,798.4283,814.599,137.03,18.98,0.02,0.38,2.69,1347.5,1354.2,1361.1,879.9998278829605,883.6011474469306,889.4679288582904,2.7,-30.89,36.7,4.44,0.0556,0.01,0.06,182.0,1.17,1.48,5947.0,2.468106,0.07,4.0,13.4,614.4452976190478,19.0829,50.0403,-34.0,14.2517,1.0,0.0,1.167,2.738,-2.42,16.08,-0.32,0.06,0.05,0.0,0.0
1165,Hot,Jovian,gas,hydrogen-rich,non-habitable,23138.57,23138.58,23138.58,2098.4,15.75,0.54,8.46,11.54,3142.2,3142.2,3142.2,879.9998278829605,883.6011474469306,889.4679288582904,1127.6,-34.15,30.28,1.76,0.0363,0.0,0.04,0.0,2.05,2.55,8500.0,30.454107,-0.14,4.18801899007337,10.0,614.4452976190478,19.1314,46.8683,-37.7,38.1593,1.0,0.0,3.827,8.818999999999999,-2.52,14.19,2.25,0.06,0.06,0.0,0.0
1166,Hot,Jovian,gas,hydrogen-rich,non-habitable,906.057,971.1529,1042.238,2670.7,12.72,1.3,16.5,14.49,1397.8,1421.9,1447.6,879.9998278829605,883.6011474469306,889.4679288582904,3463.1,-30.23,24.36,6.79,0.0805,0.04,0.08,0.0,1.51,2.05,6395.0,6.293785,0.12,2.2,12.1,980.0,19.1806,47.3331,-34.2,13.5934,1.0,0.0,1.814,4.217,-2.44,11.87,5.7,0.07,0.07,0.0,0.0
1167,Hot,Jovian,gas,metals-rich,non-habitable,264.9921,264.9922,264.9922,209.84,10.75,0.17,1.82,4.42,1027.9,1027.9,1027.9,879.9998278829605,883.6011474469306,889.4679288582904,35.4,-28.44,20.54,4.94,0.0571,0.0,0.06,0.0,1.02,0.99,5595.0,0.865194,0.36,4.18801899007337,13.8,614.4452976190478,19.7467,49.1401,-32.8,9.262,1.0,0.0,0.706,1.671,-2.34,7.18,0.93,0.12,0.09,0.0,0.0
1168,Warm,Jovian,gas,hydrogen-rich,non-habitable,0.2951877,0.2992506,0.3033858,105.87,8.44,0.18,1.49,3.54,187.8,188.4,189.1,879.9998278829605,883.6011474469306,889.4679288582904,18.6,-20.51,16.1,228.78,0.7048,0.01,0.7,318.0,0.69,0.65,4450.0,0.148647,-0.3,4.18801899007337,12.0,614.4452976190478,19.2717,51.7575,-25.4,0.4915,1.0,1.0,0.309,0.765,0.74,5.54,3.26,0.13,0.32,0.0,0.0
1169,Hot,Jovian,gas,hydrogen-rich,non-habitable,1610.082,1645.78,1682.491,778.95,14.69,0.25,3.61,7.28,1613.8,1622.7,1631.7,879.9998278829605,883.6011474469306,889.4679288582904,191.2,-31.12,28.21,1.49,0.0259,0.01,0.03,0.0,1.16,1.05,5781.0,1.104791,0.26,1.78,14.0,800.0,19.8931,47.815,-34.8,21.7276,1.0,0.0,0.789,1.858,-2.43,10.8,1.76,0.08,0.06,0.0,0.0
1170,Hot,Superterran,rocky-water,metals-rich,non-habitable,462.8623,462.8623,462.8623,6.87,2.0,0.86,1.72,1.85,1181.7,1181.7,1181.7,1223.3,1223.3,1223.3,5.9,-25.38,3.8,3.5,0.0447,0.0,0.04,0.0,0.97,1.11,5383.0,0.924841,0.2,10.0,14.0,614.4452976190478,19.8719,44.7464,-33.4,13.2391,3.0,0.0,0.738,1.761,-2.36,0.23,-0.69,0.29,0.26,0.0,0.0
1171,Hot,Neptunian,gas,metals-rich,non-habitable,163.5427,163.5427,163.5427,17.21,5.48,0.1,0.57,1.77,911.1,911.1,911.1,879.9998278829605,883.6011474469306,889.4679288582904,1.8,-26.44,10.42,7.64,0.0752,0.0,0.08,0.0,0.97,1.11,5383.0,0.924841,0.2,10.0,14.0,614.4452976190478,19.8719,44.7464,-32.3,7.8582,3.0,0.0,0.738,1.761,-2.3,4.73,-0.59,0.16,0.15,0.0,0.0
1172,Hot,Neptunian,gas,metals-rich,non-habitable,67.33046,67.33047,67.33047,16.31,6.96,0.05,0.34,1.53,729.8,729.8,729.8,879.9998278829605,883.6011474469306,889.4679288582904,0.8,-26.0,13.26,14.86,0.1172,0.0,0.12,0.0,0.97,1.11,5383.0,0.924841,0.2,10.0,14.0,614.4452976190478,19.8719,44.7464,-31.3,5.0398,3.0,0.0,0.738,1.761,-2.22,7.11,-0.63,0.12,0.13,0.0,0.0
1173,Hot,Superterran,rocky-iron,metals-rich,non-habitable,67.43002,85.1907,109.2137,15.76,2.22,1.45,3.21,2.67,730.1,771.9,823.6,777.4,819.3,871.0,22.8,-23.77,4.22,9.29,0.085,0.12,0.08,59.1,0.94,0.85,5541.0,0.611055,-0.13,1.9,12.0,614.4452976190478,19.3614,37.8517,-31.6,5.3699,3.0,0.0,0.595,1.411,-2.25,-0.12,0.12,0.31,0.26,0.0,0.0
1174,Hot,Neptunian,gas,metals-rich,non-habitable,12.94936,19.38819,30.37307,13.1,4.04,0.2,0.8,1.8,483.3,530.1,598.1,879.9998278829605,883.6011474469306,889.4679288582904,2.6,-23.48,7.68,28.73,0.1795,0.21,0.18,23.8,0.94,0.85,5541.0,0.611055,-0.13,1.9,12.0,614.4452976190478,19.3614,37.8517,-30.0,2.5807,3.0,0.0,0.595,1.411,-2.02,2.96,-0.23,0.22,0.3,0.0,0.0
1175,Hot,Neptunian,gas,metals-rich,non-habitable,6.042154,6.669498,7.380783,22.51,4.84,0.2,0.96,2.16,399.4,409.2,419.9,879.9998278829605,883.6011474469306,889.4679288582904,4.5,-22.68,9.2,62.95,0.3029,0.05,0.3,55.2,0.94,0.85,5541.0,0.611055,-0.13,1.9,12.0,614.4452976190478,19.3614,37.8517,-28.8,1.4975,3.0,0.0,0.595,1.411,-1.72,3.34,0.33,0.21,0.38,0.0,0.0
1176,Hot,Superterran,rocky-iron,metals-rich,non-habitable,313.8258,333.0779,353.84,9.7,1.87,1.49,2.78,2.28,1072.3,1088.2,1105.0,1117.7,1133.6,1150.4,14.4,-24.87,3.55,3.7,0.0463,0.03,0.05,0.0,0.91,0.94,5466.0,0.7136939999999999,0.02,8.8,12.5,290.0,19.18,42.3386,-33.1,10.8868,6.0,0.0,0.6459999999999999,1.535,-2.35,-0.31,-0.39,0.29,0.27,0.0,0.0
1177,Hot,Neptunian,water-gas,metals-rich,non-habitable,58.90121,80.28076,112.3108,12.76,3.04,0.45,1.38,2.05,705.8,758.9,829.4,747.3,800.4,870.9,5.8,-24.4,5.79,10.85,0.0949,0.16,0.09,0.0,0.91,0.94,5466.0,0.7136939999999999,0.02,8.8,12.5,290.0,19.18,42.3386,-31.5,5.3722,6.0,0.0,0.6459999999999999,1.535,-2.24,1.39,-0.3,0.27,0.22,0.0,0.0
1178,Hot,Neptunian,gas,metals-rich,non-habitable,2.268885,7.257749,36.28846,3.96,2.74,0.19,0.53,1.2,312.7,385.7,625.3,879.9998278829605,883.6011474469306,889.4679288582904,0.8,-21.78,5.21,77.61,0.3506,0.6,0.28,0.0,0.91,0.94,5466.0,0.7136939999999999,0.02,8.8,12.5,290.0,19.18,42.3386,-29.1,1.7937,6.0,0.0,0.6459999999999999,1.535,-1.62,2.46,-0.62,0.25,0.37,0.0,0.0
1179,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,174.7876,174.7876,174.7876,0.54,0.86,0.83,0.72,0.79,926.3,926.3,926.3,956.9,956.9,956.9,0.4,-22.49,1.64,6.1,0.0639,0.0,0.06,0.0,0.91,0.94,5466.0,0.7136939999999999,0.02,8.8,12.5,290.0,19.18,42.3386,-32.4,7.879,6.0,0.0,0.6459999999999999,1.535,-2.31,-0.18,-1.23,0.28,0.3,0.0,0.0
1180,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,36.62194,36.62195,36.62196,0.87,1.0,0.87,0.87,0.93,626.7,626.7,626.7,659.6,659.6,659.6,0.8,-21.11,1.9,19.58,0.1396,0.0,0.14,0.0,0.91,0.94,5466.0,0.7136939999999999,0.02,8.8,12.5,290.0,19.18,42.3386,-30.7,3.6043,6.0,0.0,0.6459999999999999,1.535,-2.14,-0.17,-1.01,0.3,0.33,0.0,0.0
1181,Hot,Neptunian,gas,metals-rich,non-habitable,12.78056,17.09348,23.39111,19.97,4.65,0.2,0.92,2.07,481.7,515.8,560.3,879.9998278829605,883.6011474469306,889.4679288582904,4.0,-23.64,8.84,34.94,0.2055,0.15,0.2,0.0,0.91,0.94,5466.0,0.7136939999999999,0.02,8.8,12.5,290.0,19.18,42.3386,-29.8,2.4762,6.0,0.0,0.6459999999999999,1.535,-1.99,3.25,0.03,0.21,0.29,0.0,0.0
1182,Hot,Superterran,rocky-iron,metals-rich,non-habitable,2310.168,2403.933,2502.553,4.79,1.64,1.09,1.79,1.71,1766.3,1783.8,1801.9,1807.4,1824.9,1843.0,5.2,-26.74,3.11,2.79,0.0427,0.02,0.04,245.0,1.34,1.86,6131.0,4.385721,-0.15,2.84,8.3,108.0,19.1575,38.7139,-35.2,23.3706,1.0,0.0,1.538,3.594,-2.45,-0.15,-0.95,0.28,0.27,1.0,0.0
1183,Warm,Superterran,rocky-iron,hydrogen-rich,mesoplanet,1.106029,1.106029,1.106029,20.36,2.35,1.57,3.68,2.94,261.3,261.3,261.3,310.1,310.1,310.1,31.9,-19.15,4.47,289.86,0.8490000000000001,0.0,0.85,0.0,0.97,0.98,5518.0,0.797227,-0.29,9.9,12.0,190.0,19.2811,47.8844,-26.8,0.6145,1.0,1.0,0.68,1.615,-0.64,-0.12,1.79,0.34,0.71,0.0,1.0
1184,Hot,Superterran,rocky-iron,metals-rich,non-habitable,361.0418,406.3756,459.0804,5.42,1.69,1.12,1.89,1.79,1110.5,1143.1,1179.3,1152.2,1184.8,1221.0,6.1,-24.88,3.22,7.11,0.075,0.06,0.07,0.0,1.11,1.52,5760.0,2.2817439999999998,-0.06014540337711069,4.18801899007337,14.0,614.4452976190478,19.6144,49.4792,-33.3,10.8361,3.0,0.0,1.135,2.675,-2.38,-0.15,-0.71,0.29,0.27,0.0,0.0
1185,Hot,Neptunian,gas,metals-rich,non-habitable,223.7716,232.8539,242.4066,5.92,3.11,0.2,0.61,1.38,985.4,995.1,1005.3,879.9998278829605,883.6011474469306,889.4679288582904,1.2,-25.6,5.92,10.74,0.099,0.02,0.1,0.0,1.11,1.52,5760.0,2.2817439999999998,-0.06014540337711069,4.18801899007337,14.0,614.4452976190478,19.6144,49.4792,-32.7,8.1908,3.0,0.0,1.135,2.675,-2.35,2.58,-0.88,0.22,0.21,0.0,0.0
